Depthm,Salnty,T_degC
419,34.39,7.72
500,34.38,6.82
554,34.38,6.22
0,34.25,23.53
10,34.25,23.54
20,33.987,21.41
29,33.75,19.03
30,33.729,18.84
43,33.58,16.96
50,33.644,16.42
53,33.67,16.22
62,33.6,15.42
72,33.57,15.04
75,33.594,14.89
85,33.68,14.3
100,33.63,13.22
120,33.99,12.92
125,34.043,12.81
148,34.23,12.34
150,34.252,12.32
188,34.61,11.98
200,34.614,11.82
250,34.63,10.94
300,34.533,9.75
326,34.48,9.14
400,34.47,8.08
431,34.47,7.64
0,34.33,24.82
9,34.35,24.46
10,34.354,24.45
20,34.35,24.03
28,34.3,23.3
30,34.259,22.81
47,34.02,18.69
0,34.53,24.95
9,34.47,24.92
10,34.472,24.91
20,34.493,24.76
28,34.51,24.64
30,34.462,24.23
48,34.11,20.51
0,34.39,24.58
10,34.39,24.55
20,34.357,23.96
29,34.33,23.43
30,34.311,23.17
43,34.14,19.98
50,34.14,19.46
52,34.14,19.3
62,33.82,17.01
71,33.96,16.96
75,33.953,16.57
90,33.86,14.55
100,33.864,13.36
103,33.87,13.06
116,33.88,12.32
125,33.88,11.77
139,33.93,11.14
150,34.102,11.24
165,34.31,11.37
200,34.56,11.44
250,34.54,10.57
300,34.497,9.45
326,34.47,8.88
400,34.369,7.74
423,34.34,7.46
500,34.34,6.79
557,34.34,6.29
0,34.34,24.26
10,34.27,24.26
20,34.151,23.58
29,33.79,22.27
30,33.785,22.0
43,33.81,18.73
50,33.769,18.1
52,33.75,17.99
61,33.65,17.22
71,33.66,16.68
75,33.681,16.44
89,33.72,15.3
100,33.64,13.9
103,33.62,13.5
116,33.65,12.18
125,33.654,11.74
140,33.66,11.3
150,33.689,10.83
167,33.77,10.1
200,34.004,9.49
202,34.02,9.48
250,34.38,9.64
300,34.385,8.83
325,34.33,8.29
400,34.294,7.36
420,34.29,7.16
500,34.355,6.58
553,34.4,6.2
0,,22.82
10,33.71,22.48
20,33.871,21.95
29,34.02,21.28
30,34.021,21.19
44,33.95,19.7
50,33.888,18.82
53,33.86,18.4
62,33.83,17.68
71,33.87,17.35
75,33.864,17.12
91,33.78,15.71
100,33.727,14.52
103,33.71,14.1
116,33.63,12.58
125,33.629,11.83
139,33.68,11.0
150,33.749,10.53
165,33.87,10.14
200,34.232,10.22
201,34.24,10.22
250,34.41,9.7
300,34.416,9.08
327,34.42,8.74
400,34.405,7.87
424,34.4,7.6
500,34.409,6.94
557,34.42,6.45
0,33.84,23.1
10,33.85,23.04
20,33.813,22.76
29,33.78,22.51
30,33.788,22.33
43,33.89,19.76
50,33.853,18.7
53,33.83,18.34
62,33.8,17.72
71,33.77,17.38
75,33.773,17.26
89,33.79,16.58
100,33.779,15.48
103,33.77,15.14
116,33.66,13.7
125,33.621,12.73
137,33.62,11.63
150,33.69,10.95
163,33.79,10.52
197,34.07,9.67
200,34.084,9.61
245,34.22,8.92
250,34.238,8.89
300,34.387,8.65
320,34.43,8.59
400,34.398,7.59
418,34.38,7.34
500,34.424,6.71
545,34.45,6.36
0,33.89,22.82
9,33.92,22.8
10,33.921,22.8
20,33.926,22.76
28,33.93,22.73
30,33.952,22.65
43,34.08,21.62
50,34.088,20.6
52,34.09,20.3
61,34.02,19.3
70,34.03,18.74
75,34.005,18.43
89,33.91,17.45
100,33.873,16.52
103,33.86,16.22
116,33.75,14.44
125,33.696,13.51
139,33.66,12.42
150,33.709,11.8
166,33.8,11.12
200,33.819,9.96
201,33.82,9.94
249,34.22,9.48
250,34.223,9.47
300,34.28,8.75
326,34.31,8.36
400,34.345,7.56
420,34.35,7.38
500,34.391,6.74
551,34.42,6.34
0,34.16,24.16
10,34.16,24.02
20,34.026,23.35
29,33.91,22.74
30,33.893,22.49
43,33.79,19.33
50,33.824,18.7
53,33.84,18.53
61,33.84,17.8
70,33.79,17.04
75,33.77,16.74
89,33.72,15.8
100,33.684,14.63
102,33.68,14.4
115,33.68,12.94
125,33.683,12.15
137,33.73,11.58
150,33.934,11.62
162,34.11,11.66
196,34.42,11.01
200,34.42,10.95
245,34.42,10.3
250,34.425,10.21
300,34.483,9.34
319,34.51,9.03
400,34.559,8.31
413,34.56,8.22
500,34.496,7.18
543,34.47,6.66
0,34.51,26.52
10,34.53,25.38
20,34.488,25.27
29,34.45,25.17
30,34.389,24.75
43,33.78,18.82
50,33.731,16.93
53,33.71,16.38
62,33.84,15.7
72,33.93,15.16
75,33.928,14.85
91,33.89,13.18
100,33.902,12.72
105,33.91,12.46
0,34.46,26.0
10,34.42,25.79
20,34.337,25.3
29,34.21,24.47
30,34.196,24.39
44,33.89,21.93
50,33.702,19.58
53,33.64,18.41
63,33.64,16.39
72,33.92,15.9
75,33.947,15.55
90,33.96,13.85
100,34.01,13.54
104,34.02,13.43
117,33.96,12.32
125,33.95,11.89
140,33.98,11.41
150,34.045,11.23
166,34.18,11.07
200,34.47,10.73
249,34.43,9.87
250,34.431,9.86
300,34.49,9.39
324,34.52,9.2
400,34.462,8.05
420,34.44,7.73
500,34.431,6.94
553,34.43,6.42
0,34.47,26.05
9,34.43,26.06
10,34.432,26.05
20,34.453,25.93
28,34.47,25.84
30,34.416,25.36
47,34.03,20.64
50,34.023,20.02
70,34.05,17.03
75,33.993,16.69
93,33.8,15.78
100,33.821,15.17
115,33.96,13.96
125,34.138,13.89
150,34.451,13.71
151,34.46,13.7
187,34.38,11.66
200,34.419,11.45
233,34.52,10.92
0,34.56,25.98
10,34.52,25.76
20,34.452,25.13
29,34.35,24.06
30,34.329,23.83
49,34.04,19.49
0,34.42,26.6
9,34.45,26.0
10,34.452,25.99
20,34.438,25.67
28,34.38,25.12
30,34.345,24.66
47,34.14,20.72
0,34.36,26.42
9,34.36,25.41
10,34.359,25.35
20,34.343,24.63
28,34.32,23.93
30,34.32,23.59
47,34.32,20.32
50,34.261,19.72
71,33.89,16.22
75,33.868,15.82
95,33.93,14.77
100,34.014,14.82
119,34.37,15.27
125,34.426,15.2
147,34.63,14.94
0,34.31,26.08
10,34.23,25.38
20,34.196,24.78
29,34.11,23.84
30,34.081,23.63
44,33.73,20.42
50,33.684,19.26
53,33.68,18.76
62,33.72,17.68
72,33.68,16.36
75,33.675,15.99
90,33.7,14.42
100,33.757,13.76
104,33.78,13.52
118,33.83,12.52
125,33.844,12.17
141,33.94,11.74
150,34.12,11.88
166,34.44,12.19
200,34.449,11.25
203,34.45,11.14
250,34.507,10.51
253,34.51,10.48
300,34.505,9.74
330,34.49,9.28
400,34.468,8.46
426,34.46,8.17
500,34.444,7.21
559,34.44,6.44
0,34.18,25.2
9,34.18,25.02
10,34.182,25.0
20,34.197,24.78
28,34.21,24.61
30,34.122,23.94
42,33.7,19.5
50,33.692,17.55
52,33.69,17.18
61,33.69,16.22
70,33.69,15.29
75,33.702,14.96
89,33.72,14.13
100,33.688,13.17
103,33.68,12.91
116,33.68,12.18
125,33.786,11.98
139,34.0,11.83
150,34.131,11.55
166,34.29,11.13
200,34.465,10.62
202,34.47,10.6
250,34.52,10.08
251,34.52,10.07
300,34.54,9.57
329,34.54,9.26
400,34.507,8.32
427,34.49,7.95
500,34.454,7.18
562,34.43,6.52
0,34.06,25.4
10,33.97,24.05
20,33.927,23.57
29,33.9,23.16
30,33.899,23.06
44,33.87,21.02
50,33.849,19.7
53,33.84,19.02
62,33.8,17.34
71,33.79,16.08
75,33.799,15.9
90,33.82,15.44
100,33.806,14.43
104,33.8,13.96
117,33.78,12.6
125,33.829,12.08
139,33.96,11.5
150,34.074,11.17
165,34.22,10.88
200,34.4,10.64
250,34.61,10.6
300,34.589,9.88
326,34.54,9.39
400,34.473,8.18
420,34.46,7.88
500,34.463,7.12
555,34.47,6.6
0,33.97,24.7
9,33.91,23.71
10,33.911,23.68
20,33.921,23.36
28,33.93,23.04
30,33.932,22.82
43,33.86,20.68
50,33.724,18.94
52,33.69,18.44
61,33.65,16.76
71,33.92,16.65
75,33.911,16.17
89,33.77,13.94
100,33.767,12.35
103,33.78,12.03
117,33.92,11.98
125,34.033,11.83
139,34.22,11.53
150,34.296,11.41
165,34.36,11.28
200,34.488,10.87
201,34.49,10.86
249,34.5,9.98
250,34.5,9.97
300,34.5,9.3
326,34.5,9.0
400,34.476,8.14
423,34.47,7.9
500,34.497,7.29
557,34.52,6.84
0,34.32,25.98
10,34.31,25.92
20,34.165,25.2
29,34.04,24.55
30,34.013,24.22
44,33.8,19.71
50,33.8,18.97
53,33.8,18.69
62,33.73,17.35
71,33.84,16.97
75,33.837,16.58
90,33.76,14.8
100,33.739,13.76
104,33.73,13.38
117,33.68,12.34
125,33.737,11.9
139,33.89,11.37
150,33.972,11.13
166,34.1,10.98
200,34.548,11.23
201,34.56,11.24
250,34.61,10.57
300,34.598,9.8
327,34.58,9.4
400,34.534,8.53
424,34.52,8.27
500,34.52,7.52
560,34.52,6.92
0,34.58,26.28
9,34.57,26.3
10,34.571,26.29
20,34.576,26.16
28,34.58,26.06
30,34.577,25.95
43,34.56,25.24
50,34.376,23.57
52,34.33,23.02
61,34.33,20.88
71,34.28,19.33
75,34.25,18.68
89,34.13,16.54
100,34.015,15.22
103,33.99,14.9
117,34.0,13.66
125,33.999,13.05
139,34.04,12.27
150,34.205,12.16
166,34.41,11.99
200,34.488,11.17
201,34.49,11.14
250,34.59,10.52
300,34.576,9.9
329,34.54,9.5
400,34.456,8.22
427,34.43,7.74
500,34.43,7.07
563,34.43,6.5
0,34.45,26.39
10,34.47,26.33
20,34.544,26.19
29,34.61,26.06
30,34.581,25.87
44,34.22,22.84
50,34.233,21.81
53,34.25,21.35
62,34.22,20.2
71,34.22,18.92
75,34.223,18.47
90,34.2,16.9
100,34.123,15.63
104,34.11,15.16
117,34.29,14.27
125,34.284,13.82
140,34.23,13.16
150,34.302,12.9
166,34.42,12.48
200,34.314,10.63
201,34.31,10.58
250,34.52,10.22
300,34.52,9.62
327,34.52,9.24
400,34.49,8.24
423,34.48,7.92
500,34.47,6.98
557,34.47,6.28
0,34.33,26.33
9,34.34,26.08
10,34.35,26.07
20,34.352,25.53
28,34.36,24.52
30,34.303,23.9
47,33.94,18.56
50,33.984,18.34
71,33.88,16.81
75,33.891,16.6
95,34.02,15.82
100,34.079,15.69
119,34.33,15.31
125,34.412,15.28
150,34.684,15.04
157,34.74,14.94
195,34.74,13.28
200,34.737,13.1
242,34.7,11.96
250,34.691,11.85
290,34.65,11.28
0,34.61,26.96
10,34.61,26.96
20,34.661,26.22
29,34.72,25.41
30,34.722,25.37
48,34.76,24.68
0,34.86,27.42
9,34.91,27.4
10,34.91,27.38
20,34.883,26.96
28,34.83,26.4
30,34.816,26.21
47,34.7,24.38
50,34.684,24.03
71,34.61,21.62
0,34.6,26.52
10,34.58,26.51
20,34.548,26.08
29,34.52,25.69
30,34.496,25.51
43,34.22,23.07
50,34.161,22.33
53,34.16,22.05
62,34.3,20.93
72,34.61,20.34
75,34.613,19.87
90,34.53,17.38
100,34.578,16.52
104,34.61,16.3
117,34.75,15.98
125,34.764,15.72
140,34.79,14.98
150,34.683,14.05
166,34.52,12.6
200,34.58,11.83
202,34.59,11.78
250,34.686,11.34
253,34.69,11.32
300,34.658,10.51
331,34.61,9.88
400,34.52,8.52
428,34.49,8.01
500,34.466,7.28
564,34.45,6.64
0,34.76,27.06
10,34.76,27.06
20,34.765,27.04
29,34.78,27.02
30,34.78,27.01
43,34.78,26.9
0,34.57,27.06
10,,26.8
20,34.576,26.42
28,34.58,26.12
30,34.56,25.82
44,34.34,23.0
50,34.178,21.52
53,34.12,20.82
62,34.19,19.42
72,34.12,17.7
75,34.08,17.24
90,33.98,15.36
100,34.122,14.59
104,34.19,14.35
118,34.3,13.6
125,34.344,13.32
140,34.43,12.86
150,34.498,12.66
166,34.59,12.38
199,34.64,11.62
200,34.641,11.6
248,34.65,10.78
250,34.649,10.75
300,34.624,10.01
323,34.61,9.71
400,34.602,8.87
419,34.6,8.67
500,34.559,7.69
554,34.54,7.04
0,34.84,28.1
9,34.87,28.09
10,34.87,28.08
20,34.876,27.97
28,34.88,27.88
30,34.827,27.44
42,34.49,24.0
50,34.344,21.49
51,34.33,21.2
61,34.18,19.33
70,34.2,18.38
75,34.228,17.93
89,34.34,16.74
100,34.453,15.73
102,34.47,15.56
116,34.47,14.78
125,34.538,14.43
138,34.65,14.0
150,34.691,13.57
164,34.7,13.06
199,34.6,11.64
200,34.603,11.63
248,34.7,11.32
250,34.702,11.3
300,34.693,10.64
326,34.69,10.22
400,34.561,8.84
422,34.52,8.43
500,34.474,7.42
556,34.45,6.7
0,34.58,27.04
10,34.67,26.91
20,34.65,26.63
29,34.45,25.94
30,34.453,25.78
43,34.52,23.44
50,34.52,22.44
53,34.49,21.96
62,34.21,19.76
72,34.09,18.04
75,34.092,17.75
90,34.23,16.86
100,34.413,16.27
103,34.46,16.08
117,34.44,15.02
125,34.384,14.37
139,34.31,13.34
150,34.37,12.8
165,34.48,12.24
200,34.49,11.29
249,34.45,10.05
250,34.451,10.04
300,34.494,9.51
325,34.52,9.35
400,34.496,8.41
422,34.49,8.12
500,34.59,7.29
558,34.67,6.68
0,34.78,27.78
10,34.78,27.79
20,34.796,27.66
29,34.81,27.54
30,34.799,27.44
44,34.65,26.05
50,34.643,23.67
53,34.64,22.5
62,34.6,21.16
72,34.55,20.12
75,34.522,19.78
91,34.46,18.15
100,34.565,17.53
105,34.63,17.2
119,34.69,16.0
125,34.716,15.62
141,34.76,14.73
150,34.744,14.13
167,34.71,13.16
200,34.774,12.66
203,34.78,12.65
250,34.727,11.59
253,34.72,11.52
300,34.617,10.42
330,34.56,9.79
400,34.566,9.0
427,34.57,8.69
0,34.79,27.78
9,34.79,27.76
10,34.79,27.76
20,34.784,27.71
28,34.78,27.67
30,34.792,27.64
47,34.86,26.84
50,34.829,26.32
75,34.625,21.75
85,34.58,19.81
100,34.58,18.58
108,34.58,18.09
125,34.61,16.8
129,34.62,16.5
0,34.88,27.77
9,34.9,27.76
10,34.901,27.76
20,34.898,27.66
28,34.88,27.5
30,34.871,27.43
48,34.79,26.76
0,34.7,28.04
9,34.7,28.04
10,34.698,28.04
20,34.683,28.05
28,34.67,28.06
30,34.674,27.74
47,34.75,24.98
0,34.78,28.0
9,34.78,28.0
10,34.764,27.95
20,34.73,27.4
28,34.87,26.97
30,34.848,26.56
47,34.67,22.84
50,34.646,22.54
71,34.51,20.42
0,34.89,27.67
10,34.88,27.66
20,34.88,27.63
29,34.88,27.6
30,34.875,27.55
48,34.74,25.74
50,34.722,25.36
72,34.61,20.92
75,34.61,20.45
95,34.61,17.6
100,34.546,16.83
117,34.38,14.59
125,34.508,14.4
150,34.772,13.81
153,34.79,13.74
187,34.74,12.38
200,34.747,12.18
231,34.76,11.82
250,34.727,11.29
275,34.69,10.6
0,34.72,28.66
10,34.693,28.24
11,34.69,28.2
20,34.69,28.16
30,34.69,28.11
44,34.76,27.74
50,34.596,25.3
54,34.52,23.58
63,34.54,21.81
73,34.49,19.96
75,34.465,19.64
91,34.29,17.46
100,34.284,16.34
105,34.31,15.84
118,34.48,15.24
125,34.555,14.92
140,34.67,14.26
150,34.696,13.79
167,34.71,13.08
200,34.777,12.48
202,34.78,12.46
250,34.712,11.48
251,34.71,11.46
300,34.636,10.41
331,34.6,9.8
400,34.582,8.9
426,34.58,8.6
500,34.535,7.5
561,34.51,6.6
0,34.79,27.95
9,34.83,27.94
10,34.825,27.92
20,34.821,27.75
28,34.88,27.61
30,34.822,27.43
43,34.4,25.28
50,34.287,23.26
52,34.27,22.66
62,34.23,20.42
71,34.26,19.17
75,34.151,18.39
90,33.91,15.94
100,34.27,15.66
103,34.38,15.6
117,34.34,14.02
125,34.425,13.7
139,34.6,13.48
150,34.646,13.05
165,34.67,12.49
200,34.72,11.94
248,34.72,11.13
250,34.72,11.1
300,34.705,10.4
325,34.69,10.07
400,34.604,8.92
421,34.58,8.6
500,34.552,7.61
556,34.54,6.91
0,34.85,27.19
9,34.83,27.19
10,34.826,27.18
20,34.786,27.09
29,34.75,27.0
30,34.754,26.92
43,34.81,25.82
50,34.577,21.82
53,34.52,20.1
62,34.47,18.43
71,34.53,17.28
75,34.508,16.79
89,34.43,15.42
100,34.514,14.87
103,34.54,14.74
116,34.56,13.78
125,34.515,13.09
138,34.45,12.25
150,34.469,11.89
164,34.52,11.66
198,34.63,11.13
200,34.631,11.09
247,34.6,10.2
250,34.599,10.16
300,34.573,9.48
322,34.56,9.21
400,34.492,8.07
418,34.48,7.81
500,34.51,6.9
522,34.52,6.66
0,34.63,26.74
10,34.63,26.7
20,34.665,26.64
29,34.69,26.54
30,34.687,26.52
43,34.65,26.22
50,34.273,23.2
53,34.14,21.88
62,34.05,20.53
71,34.09,19.38
75,34.088,18.81
90,34.03,16.69
100,33.936,15.44
103,33.93,15.16
116,34.25,14.96
125,34.213,13.97
138,34.09,12.36
150,34.139,11.72
164,34.24,11.36
199,34.46,10.94
200,34.464,10.93
247,34.56,10.25
250,34.566,10.22
300,34.635,9.81
323,34.65,9.63
400,34.599,8.53
419,34.58,8.23
500,34.558,7.28
553,34.55,6.66
0,34.67,28.18
10,34.697,28.14
11,34.7,28.14
20,34.752,28.0
30,34.81,27.84
45,34.6,25.32
50,34.56,24.08
54,34.54,22.94
63,34.54,19.92
73,34.6,19.08
75,34.577,18.81
91,34.33,16.46
100,34.249,15.37
105,34.22,14.84
118,34.21,13.79
125,34.341,13.69
140,34.58,13.46
150,34.646,13.26
167,34.69,12.89
200,34.759,12.24
201,34.76,12.22
250,34.72,11.27
300,34.646,10.44
326,34.61,10.04
400,34.602,8.9
422,34.6,8.58
500,34.555,7.65
557,34.53,6.97
0,34.69,28.18
10,34.71,
20,34.814,28.09
29,34.87,28.06
30,34.862,28.01
44,34.76,27.33
50,34.631,25.5
53,34.58,24.52
62,34.53,22.79
72,34.49,20.09
75,34.499,19.6
91,34.56,17.75
100,34.593,16.64
105,34.6,16.08
118,34.53,15.05
125,34.527,14.38
141,34.52,13.08
150,34.605,12.94
167,34.69,12.69
200,34.759,12.29
202,34.76,12.26
250,34.76,11.32
252,34.76,11.28
300,34.69,10.47
329,34.64,10.0
400,34.588,8.73
426,34.58,8.29
500,34.571,7.48
560,34.57,6.82
0,34.81,27.98
10,34.837,28.0
11,34.84,28.0
20,34.83,27.97
29,34.82,27.93
30,34.803,27.81
43,34.59,26.24
50,34.229,22.8
52,34.18,21.92
61,34.6,21.99
70,34.69,21.14
75,34.606,20.28
87,34.36,18.11
99,34.31,16.68
100,34.314,16.62
112,34.4,16.08
125,34.53,15.48
132,34.6,15.21
150,34.711,14.95
155,34.73,14.88
186,34.76,13.5
200,34.812,13.07
232,34.92,12.33
250,34.91,11.98
300,34.807,11.1
305,34.79,11.02
396,34.63,9.2
400,34.627,9.12
500,34.567,7.25
526,34.56,6.76
0,34.69,28.09
9,34.73,28.14
10,34.728,28.14
20,34.713,28.11
28,34.7,28.08
30,34.704,28.02
41,34.71,26.86
50,34.7,24.2
60,34.77,23.08
69,34.72,21.98
75,34.817,21.06
87,34.99,19.37
100,34.77,18.41
113,34.73,17.36
125,34.618,15.89
136,34.52,14.54
150,34.451,13.43
161,34.43,12.81
195,34.6,11.87
200,34.615,11.8
243,34.69,11.38
250,34.697,11.32
300,34.705,10.78
318,34.71,10.55
400,34.609,8.99
414,34.59,8.71
500,34.565,7.47
547,34.56,6.8
0,34.78,27.88
10,34.79,27.88
20,34.811,27.75
29,34.83,27.64
30,34.825,27.53
47,34.71,24.87
50,34.695,24.27
70,34.65,20.36
75,34.629,19.59
93,34.57,17.38
100,34.574,16.78
116,34.6,15.73
125,34.614,15.27
143,34.65,14.36
0,34.77,27.9
8,34.79,27.92
10,34.787,27.92
20,34.769,27.91
25,34.76,27.91
30,34.775,27.86
41,34.81,27.52
50,34.81,27.0
63,34.81,25.3
75,34.629,21.83
83,34.56,19.42
100,34.552,16.68
104,34.55,16.24
125,34.557,14.45
137,34.56,13.82
150,34.586,13.25
170,34.63,12.64
200,34.686,12.06
212,34.7,11.88
250,34.7,11.08
254,34.7,11.0
0,34.72,27.82
10,34.75,27.84
20,34.766,27.83
29,34.78,27.82
30,34.773,27.74
43,34.65,25.74
50,34.612,23.71
52,34.61,23.14
61,34.61,21.8
70,34.63,20.04
75,34.633,19.36
89,34.64,17.84
100,34.569,16.52
102,34.56,16.3
115,34.63,15.29
125,34.658,14.5
137,34.69,13.69
150,34.752,13.27
164,34.81,13.01
199,34.83,12.22
200,34.83,12.2
247,34.83,11.41
250,34.825,11.36
300,34.738,10.6
323,34.69,10.26
400,34.629,9.15
418,34.62,8.88
500,34.549,7.46
550,34.52,6.6
0,34.86,27.54
10,34.81,27.54
20,34.831,27.54
29,34.85,27.54
30,34.844,27.5
43,34.77,27.04
50,34.408,23.94
52,34.32,23.0
61,34.18,20.9
70,34.07,19.61
75,34.116,19.18
89,34.37,18.28
100,34.55,17.37
103,34.59,17.12
116,34.63,16.1
125,34.643,15.35
137,34.66,14.43
150,34.696,13.72
163,34.72,13.17
196,34.65,12.06
200,34.655,11.98
243,34.73,11.39
250,34.728,11.29
300,34.687,10.54
318,34.66,10.26
400,34.606,8.89
412,34.6,8.7
500,34.543,7.61
546,34.52,7.04
0,34.74,27.18
10,34.74,27.2
11,34.74,27.2
20,34.745,27.19
30,34.75,27.18
44,34.49,25.02
50,34.32,22.7
53,34.26,21.54
62,34.2,19.64
71,34.09,18.47
75,34.129,18.24
92,34.4,17.3
100,34.461,16.28
103,34.48,15.9
116,34.53,15.1
125,34.573,14.61
138,34.64,13.99
150,34.705,13.54
163,34.76,13.13
196,34.76,12.22
200,34.758,12.14
242,34.72,11.4
250,34.711,11.27
300,34.657,10.49
316,34.64,10.25
400,34.584,8.95
409,34.58,8.82
500,,7.62
539,34.8,7.11
0,34.78,27.06
10,34.763,27.07
12,34.76,27.07
20,34.768,27.06
30,34.779,27.04
31,34.78,27.04
44,34.35,23.4
50,34.242,21.98
53,34.2,21.32
62,34.08,19.41
71,34.07,17.66
75,34.05,17.1
89,33.99,15.47
100,34.023,14.08
103,34.04,13.76
115,34.11,13.22
125,34.247,12.79
137,34.42,12.35
150,34.511,12.05
162,34.56,11.87
196,34.65,11.62
200,34.657,11.58
244,34.7,11.14
250,34.699,11.08
300,34.67,10.54
319,34.65,10.3
400,34.605,8.93
414,34.6,8.68
500,34.57,7.64
546,34.56,7.08
0,34.52,26.23
10,34.58,26.21
20,34.556,26.2
29,34.54,26.2
30,34.537,26.17
43,34.5,25.75
50,34.336,23.93
52,34.29,23.32
61,34.16,20.88
70,34.17,20.3
75,34.178,19.7
88,34.15,17.69
100,34.012,15.57
101,34.0,15.4
114,33.91,13.53
125,34.119,13.32
135,34.27,13.13
150,34.468,12.73
159,34.56,12.49
191,34.7,11.96
200,34.7,11.78
236,34.65,11.08
250,34.65,10.86
300,34.65,10.16
307,34.65,10.07
399,34.6,8.88
400,34.6,8.87
500,34.565,7.48
528,34.56,7.09
0,34.56,26.24
10,34.542,26.22
11,34.54,26.22
20,34.564,26.22
30,34.59,26.22
44,34.49,23.92
50,34.466,23.49
53,34.45,23.29
62,34.36,22.16
71,34.23,20.38
75,34.205,19.94
89,34.16,18.87
100,34.13,17.85
102,34.12,17.62
115,33.98,15.48
125,34.012,14.35
137,34.13,13.42
150,34.296,12.78
162,34.45,12.43
195,34.67,12.1
200,34.688,12.03
242,34.75,11.4
250,34.745,11.27
300,34.682,10.43
316,34.65,10.16
400,34.576,8.92
410,34.57,8.78
500,34.563,7.66
542,34.56,7.14
0,34.23,27.24
10,34.25,27.22
20,34.343,26.96
30,34.437,26.7
43,34.56,26.36
50,34.096,23.4
51,34.04,23.0
61,33.9,21.75
71,34.04,20.56
75,34.044,20.02
89,34.06,18.0
100,34.013,16.31
102,34.01,16.04
116,34.13,15.06
125,34.087,14.04
138,34.04,12.63
150,34.175,12.04
162,34.34,11.75
198,34.53,11.36
200,34.536,11.34
247,34.6,10.72
250,34.599,10.67
300,34.572,9.85
323,34.55,9.47
400,34.557,8.44
419,34.56,8.21
500,34.526,7.32
553,34.51,6.73
0,34.65,26.38
10,34.66,26.38
20,34.665,26.39
29,34.67,26.4
30,34.674,26.38
42,34.72,26.12
50,34.333,22.3
51,34.3,21.8
61,34.47,20.06
69,34.4,18.42
75,34.261,16.99
87,34.07,14.71
100,34.2,14.2
113,34.25,13.19
125,34.333,12.7
134,34.4,12.48
150,34.491,12.07
158,34.53,11.92
191,34.66,11.67
200,34.66,11.55
238,34.66,10.92
250,34.653,10.71
300,34.62,9.88
312,34.61,9.69
400,34.563,8.53
406,34.56,8.46
500,34.499,7.26
539,34.48,6.76
0,34.29,24.2
10,34.29,24.19
20,34.301,24.2
29,34.31,24.2
30,34.285,24.13
42,34.27,23.29
50,33.931,20.49
51,33.89,20.13
60,,18.76
69,,17.82
75,33.699,17.03
86,33.76,15.5
99,33.85,13.86
100,33.865,13.8
112,34.04,13.25
125,34.13,12.6
131,34.16,12.32
150,34.319,11.72
155,34.36,11.61
187,34.51,11.2
200,34.542,11.03
233,34.58,10.58
250,34.582,10.31
300,34.563,9.55
304,34.56,9.49
396,34.54,8.63
400,34.539,8.59
500,34.522,7.5
524,34.52,7.24
10,,
20,,
30,,
50,,
75,,
100,,
125,,
150,,
200,,
250,,
300,,
400,,
500,,
529,34.26,6.25
539,34.26,6.08
548,34.27,6.0
558,34.31,5.94
568,34.29,5.82
578,34.29,5.78
588,34.32,5.65
598,34.31,5.58
600,34.312,5.56
608,34.32,5.49
618,34.31,5.47
628,34.33,5.4
640,34.34,5.38
649,34.34,5.23
659,34.38,5.16
669,34.38,5.04
679,34.38,4.96
689,34.4,4.92
699,34.41,4.91
700,34.409,4.9
709,34.4,4.85
719,34.42,4.86
728,34.4,4.82
739,34.38,4.81
0,33.35,17.14
8,33.36,17.13
10,33.374,17.15
20,33.446,17.26
22,33.46,17.28
30,33.196,15.18
35,33.04,13.69
50,33.097,12.75
65,33.1,11.82
75,33.246,10.83
85,33.4,9.92
100,33.469,9.4
110,33.49,9.28
125,33.609,9.14
137,33.71,9.04
150,33.789,8.73
159,33.84,8.55
178,33.96,8.56
200,34.013,8.07
209,34.02,7.83
234,34.04,7.53
250,34.045,7.3
269,34.05,7.04
300,34.069,6.75
316,34.09,6.66
354,34.2,6.65
400,,6.24
401,,6.23
445,,5.92
500,,6.05
509,,6.08
598,,5.44
600,,5.43
694,,4.99
700,,4.96
794,,4.53
800,,4.51
900,,4.17
916,,4.13
966,,4.02
0,33.44,17.24
10,33.35,17.2
20,33.214,16.17
30,33.116,14.95
44,33.06,12.89
50,33.093,12.29
64,33.21,11.2
75,33.289,10.78
78,33.31,10.69
100,33.474,9.65
108,33.54,9.32
125,33.708,9.21
137,33.8,9.13
150,33.877,8.92
176,33.98,8.45
200,34.03,8.13
211,34.04,7.98
236,34.04,7.51
250,34.047,7.28
286,34.07,6.84
300,34.071,6.74
326,34.08,6.62
381,34.19,6.5
400,34.195,6.35
441,34.2,6.0
500,34.29,5.65
506,34.3,5.62
571,34.34,5.37
600,34.351,5.28
626,34.36,5.2
700,34.387,4.85
710,34.39,4.8
800,34.413,4.45
824,34.42,4.36
900,34.465,4.09
943,34.49,3.95
1000,34.503,3.76
1043,34.51,3.63
1100,34.535,3.48
1187,34.56,3.3
1200,34.557,3.28
1237,34.55,3.24
0,33.42,17.03
9,33.38,17.05
10,33.386,17.02
20,33.393,16.5
30,33.313,15.67
37,33.21,14.9
50,33.367,13.33
55,33.44,12.71
69,33.53,11.27
75,33.562,10.9
92,33.65,10.28
100,33.707,10.09
120,33.84,9.78
125,33.858,9.71
150,33.926,9.39
152,33.93,9.37
180,34.02,9.01
200,34.066,8.72
203,34.07,8.67
240,34.04,7.84
250,34.074,7.81
